السؤال,الجواب,الكلمة المفتاحية,التصنيف,score
هل يتعين على الكفيل أن يكون موظفًا في الجامعة؟,"نعم، يجب أن يكون الكفيل موظفًا في الجامعة ","كفيل، موظف في الجامعة",كفالة,0.532302082
هل يتعين على المشترك دفع نفقات معالجة والديه أو زوجته المنتفعة؟,"نعم، يتعين على المشترك دفع نسبة من نفقات معالجة والديه وزوجته المنتفعة وفق النسب المقررة، بحيث لا تتجاوز النفقات السنوية 7000 دينار لكل منهم ",نفقات العلاج للوالدين,نفقات المعالجة,0.530804396
هل يتم إعفاء الطلاب الناجحين في امتحان IELTS من دراسة مادة اللغة الإنجليزية الاستدراكية؟,"نعم، يتم إعفاء الطلاب الناجحين في امتحان IELTS من مادة اللغة الإنجليزية الاستدراكية بناءً على درجتهم",امتحان IELTS,الطلاب الدوليين,0.530674517
هل يتم إلغاء التسجيل إذا لم يدفع الطالب الرسوم الجامعية؟,"نعم، يتم إلغاء تسجيل الطالب إذا لم يدفع الرسوم الجامعية ","إلغاء التسجيل، الرسوم الجامعية",تعليم,0.531249225
هل يتم إلغاء التسجيل في جميع المواد إذا تم الغش في الامتحان؟,"نعم، في حال الغش، يتم إلغاء التسجيل في جميع المواد ويعتبر الطالب راسباً ",الغش في الامتحانات,تعليم,0.529859066
هل يتم احتساب الإجازات غير المدفوعة في سنوات الخدمة؟,لا يتم احتساب الإجازات غير المدفوعة في سنوات الخدمة الرسمية ,إجازة غير مدفوعة,قوانين العمل,0.529664278
هل يتم احتساب الخبرة الأكاديمية السابقة عند التعيين؟,"نعم، يمكن احتساب الخبرة الأكاديمية السابقة عند التعيين وتحديد الرتبة والأقدميّة ",الخبرة الأكاديمية,شروط وأحكام,0.530785561
هل يتم احتساب الخبرة العملية في غير التدريس الجامعي لزيادة الراتب؟,"نعم، يتم احتساب الخبرة العملية في غير التدريس لزيادة الراتب، ولكن لا يمكن تجاوز الراتب الأعلى في الفئة ",الخبرة العملية,شروط وأحكام,0.529895127
هل يتم احتساب المواد التي درسها الطالب في التخصص القديم عند انتقاله إلى تخصص آخر؟,"نعم، تحتسب المواد التي درسها الطالب في التخصص القديم عند انتقاله إلى تخصص آخر إذا كانت ضمن الخطة الدراسية للتخصص الجديد ",احتساب المواد,تعليم,0.529889524
هل يتم احتساب المواد التي يدرسها الطالب في جامعة أخرى ضمن معدل التخرج؟,"لا، المواد التي يدرسها الطالب في جامعة أخرى لا تُحتسب في المعدل التراكمي عند التخرج من الجامعة ",معدل التخرج,تعليم,0.529946864
هل يتم احتساب المواد الدراسية للطالب المفصول مؤقتاً؟,لا يتم احتساب أي مواد دراسية للطالب المفصول فصلاً مؤقتاً ,الفصل المؤقت,تعليم,0.530743897
هل يتم احتساب علامات المواد الاستدراكية في المعدل التراكمي؟,"لا، المواد الاستدراكية تُرصد علامة ""ناجح"" أو ""راسب"" ولا تُحتسب ضمن المعدل التراكمي للطالب ",المواد الاستدراكية,التقويم الأكاديمي,0.530444205
هل يتم احتساب نتيجة الامتحان الشامل في المعدل التراكمي؟,"لا، نتيجة الامتحان الشامل لا تُحتسب في المعدل التراكمي للطالب ","المعدل التراكمي، الامتحان الشامل",امتحان الماجستير,0.531333208
هل يتم الإعلان عن بدلات تأجير الخزائن في بداية كل عام دراسي؟,"نعم، يتم الإعلان عن بدلات تأجير الخزائن بداية كل عام دراسي لتكون واضحة للطلاب ","إعلان بدلات، بداية العام الدراسي",تأجير,0.530479848
هل يتم التعيين في وظائف الجامعة بناءً على الاحتياج الفعلي؟,"نعم، يتم التعيين بناءً على الاحتياج الفعلي للمؤسسة ",التعيين,الإدارة,0.530944765
هل يتم بيع العقار الممول من الصندوق في حالة تعثر المقترض عن السداد؟,"نعم، يمكن بيع العقار بقرار من اللجنة إذا لم يتم تسديد الأقساط لأكثر من 6 أشهر متتالية ",بيع العقار,تعليم,0.530137777
هل يتم تجديد العضوية في مجلس البحث العلمي تلقائيًا؟,"لا، يتم تجديدها بناء على تنسيب المجلس والعميد",تجديد العضوية,إجراءات تنفيذية,0.532383025
هل يتم تجديد عضوية أعضاء مجلس البحث العلمي؟,"نعم، يتم تجديد العضوية بناء على توصية المجلس",تجديد العضوية,إجراءات تنفيذية,0.530602455
هل يتم تجديد عضوية مجلس البحث العلمي؟,"نعم، يمكن تجديد العضوية بعد انتهاء المدة",تجديد العضوية,إجراءات تنفيذية,0.531711757
هل يتم تجديد عضوية مجلس البحث العلمي لأعضاء الهيئة التدريسية؟,"نعم، يتم تجديد العضوية لمدة سنتين",تجديد العضوية,معلومات عامة,0.530804515
هل يتم تحديث النظام بمرور الوقت؟,"نعم، يمكن تعديل النظام بناءً على الاحتياجات والتطورات الجديدة ",تعديل النظام,إجراءات تنفيذية,0.531060696
