Question,Answer
ماذا يمكن أن يفعل المجلس بشأن المشاريع البحثية المقدمة؟,يوصي بإقرار المشاريع البحثية ويحدد آلية تمويلها.
ما هي نسبة الاستفادة من الإيرادات التي يحصل عليها المركز من المؤسسات الدولية؟,يتم احتساب الإيرادات بشكل يساهم في صندوق المركز.
هل يحق لمجلس العمداء منح إجازة طارئة لأعضاء هيئة التدريس؟,"نعم، يجوز لمجلس العمداء منح إجازة طارئة لأعضاء هيئة التدريس وفقًا لشروط محددة."
ماذا يشترط لمنح الإجازة الطارئة لأعضاء هيئة التدريس؟,يشترط أن يكون لعضو هيئة التدريس خدمة فعلية لا تقل عن 5 سنوات في الجامعة.
ما هي مدة الإجازة الطارئة التي يمكن منحها لعضو هيئة التدريس؟,لا تزيد عن 8 أشهر.
هل يمكن قطع الإجازة الطارئة بعد بدء تنفيذها؟,لا يجوز قطع الإجازة الطارئة بعد نفاذها.
هل يمكن منح إجازة طارئة أكثر من مرة؟,لا تمنح الإجازة الطارئة إلا لمرة واحدة فقط.
من يقرر صرف المكافآت في حالة تقديم دراسات استشارية؟,يقرر الرئيس بناء على تنسيب المدير.
"في حالة تقديم استشارات من خلال المركز، ما هو الحد الأقصى لصرف المكافآت؟",50% من صافي إيراد الاستشارات التي تأتي عن طريق المركز أو الجامعة.
من يمكنه الموافقة على عقد الدورات التدريبية؟,يوافق الرئيس بناء على تنسيب المدير.
ما هو هدف المركز في الجامعة الهاشمية؟,يهدف المركز إلى تطبيق طرق الفحوصات اللاإتلافية وتحليل المواد والمنتجات والمنشآت الصناعية.
من هو المسؤول عن اتخاذ القرار النهائي بشأن توقيع الاتفاقيات التي يتم عقدها؟,رئيس الجامعة بناء على توصية مجلس المركز.
ماذا يحدث إذا كانت الدورة التدريبية في مجال الفحوصات اللاإتلافية؟,يتم تحديد مكافآت المدربين وفقًا لمقتضيات المادة (17).
ما هي متطلبات المركز بالنسبة للأبحاث الممولة؟,يجب أن تتماشى الأبحاث مع أهداف التنمية والتطوير في المجتمع الأردني والدولي.
كيف يتم توزيع الإيرادات الناتجة عن الأبحاث العلمية في المركز؟,يتم توزيع الإيرادات وفقًا لما تقتضيه التعليمات المعمول بها في الجامعة.
ما هي المهام التي يقوم بها مجلس المركز؟,يتولى المجلس تحديد السياسة العامة للمركز وإقرار خطط العمل السنوية ودراسة موازنة المركز.
هل يحق لرئيس الجامعة اتخاذ قرارات خارج النصوص المحددة في هذه التعليمات؟,"نعم، يبت الرئيس في الحالات التي لم يرد عليها نص في هذه التعليمات."
ماذا يحدث في حالة كون الدورة التدريبية موجهة لخدمة المجتمع المحلي؟,يجوز عقد الدورات التدريبية على أسس غير ربحية بهدف خدمة المجتمع المحلي.
هل يجوز عقد دورة تدريبية خارج موازنة المركز؟,"نعم، يجوز عقدها في حالة تمويلها من مصادر أخرى كما يقرر مجلس المركز."
هل يشترط الحصول على مكافأة عند المشاركة في دورة تدريبية؟,"نعم، يتم تحديد المكافآت وفقًا للمادة (17) بناء على إيرادات الدورة."
هل يتم صرف المكافآت بناء على العقود المبرمة؟,"نعم، يمكن صرف المكافآت بناء على العقود المبرمة مع الجهات ذات العلاقة."
ماذا يتضمن تقرير المركز السنوي؟,يتضمن التقرير السنوي أعمال المركز وخططه لعام قادم.
ما هو الهدف من عقد اتفاقيات مع جهات خارجية؟,الهدف هو تعزيز التعاون مع الشركات والمؤسسات لتسويق الأبحاث العلمية والدراسات الاستشارية.
من الذي يقرر عقد اتفاقيات مع مؤسسات دولية؟,يقرر الرئيس بعد التنسيق مع المدير.
هل يتم تحديد فترة الإجازة الطارئة قبل العمل بها؟,"نعم، يتم تحديد فترة الإجازة وفقًا للاحتياجات ويجب أن لا تزيد عن 8 أشهر."
ما هي المادة التي تنظم تعليمات مركز الفحوصات اللاإتلافية؟,المادة 1
من يصدر تعليمات مركز الفحوصات اللاإتلافية في الجامعة الهاشمية؟,رئيس الجامعة
من يحدد السياسة العامة للمركز؟,مجلس المركز
من يعين الأعضاء في مجلس المركز؟,الرئيس
من هو أمين سر مجلس المركز؟,مدير المركز
ما هو دور مجلس المركز في الموافقة على مشاريع الأبحاث؟,يدرس ويقر مشاريع الأبحاث العلمية والدراسات المقدمة إلى المركز
من يقوم بمراجعة وتدقيق كلفة مشاريع الأبحاث المقدمة للدعم؟,مدير المركز
من يقرر صرف المكافآت الخاصة بالمدربين وفقاً للتعليمات؟,الرئيس بناءً على تنسيب المدير
كيف يتم تحديد مكافأة المدرب في الحالات الخاصة؟,بناءً على توصية من المدير وموافقة الرئيس
